district,cycle,total_amount_ind,tran_count_ind,total_amount_without_LTS1_ind,tran_count_without_LTS1_ind,total_amount_no_primary_ind,tran_count_no_primary_ind,total_amount_no_primary_without_LTS1_ind,tran_count_no_primary_without_LTS1_ind,total_amount_primary_ind,tran_count_primary_ind,total_amount_primary_without_LTS1_ind,tran_count_primary_without_LTS1_ind,total_amount_gen_ind,tran_count_gen_ind,total_amount_gen_without_LTS1_ind,tran_count_gen_without_LTS1_ind,total_amount_special_ind,tran_count_special_ind,total_amount_special_without_LTS1_ind,tran_count_special_without_LTS1_ind,total_amount_dem_gen_ind,tran_count_dem_gen_ind,total_amount_dem_gen_without_LTS1_ind,tran_count_dem_gen_without_LTS1_ind,total_amount_dem_primary_ind,tran_count_dem_primary_ind,total_amount_dem_primary_without_LTS1_ind,tran_count_dem_primary_without_LTS1_ind,total_amount_dem_special_ind,tran_count_dem_special_ind,total_amount_dem_special_without_LTS1_ind,tran_count_dem_special_without_LTS1_ind,total_amount_rep_gen_ind,tran_count_rep_gen_ind,total_amount_rep_gen_without_LTS1_ind,tran_count_rep_gen_without_LTS1_ind,total_amount_rep_primary_ind,tran_count_rep_primary_ind,total_amount_rep_primary_without_LTS1_ind,tran_count_rep_primary_without_LTS1_ind,total_amount_rep_special_ind,tran_count_rep_special_ind,total_amount_rep_special_without_LTS1_ind,tran_count_rep_special_without_LTS1_ind,total_amount_smallind,tran_count_smallind,total_amount_without_LTS1_smallind,tran_count_without_LTS1_smallind,total_amount_no_primary_smallind,tran_count_no_primary_smallind,total_amount_no_primary_without_LTS1_smallind,tran_count_no_primary_without_LTS1_smallind,total_amount_primary_smallind,tran_count_primary_smallind,total_amount_primary_without_LTS1_smallind,tran_count_primary_without_LTS1_smallind,total_amount_gen_smallind,tran_count_gen_smallind,total_amount_gen_without_LTS1_smallind,tran_count_gen_without_LTS1_smallind,total_amount_special_smallind,tran_count_special_smallind,total_amount_special_without_LTS1_smallind,tran_count_special_without_LTS1_smallind,total_amount_dem_gen_smallind,tran_count_dem_gen_smallind,total_amount_dem_gen_without_LTS1_smallind,tran_count_dem_gen_without_LTS1_smallind,total_amount_dem_primary_smallind,tran_count_dem_primary_smallind,total_amount_dem_primary_without_LTS1_smallind,tran_count_dem_primary_without_LTS1_smallind,total_amount_dem_special_smallind,tran_count_dem_special_smallind,total_amount_dem_special_without_LTS1_smallind,tran_count_dem_special_without_LTS1_smallind,total_amount_rep_gen_smallind,tran_count_rep_gen_smallind,total_amount_rep_gen_without_LTS1_smallind,tran_count_rep_gen_without_LTS1_smallind,total_amount_rep_primary_smallind,tran_count_rep_primary_smallind,total_amount_rep_primary_without_LTS1_smallind,tran_count_rep_primary_without_LTS1_smallind,total_amount_rep_special_smallind,tran_count_rep_special_smallind,total_amount_rep_special_without_LTS1_smallind,tran_count_rep_special_without_LTS1_smallind
AZ08,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ09,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA01,1980,98275.0,283.0,98275.0,283.0,40574.0,75.0,40574.0,75.0,57701.0,208.0,57701.0,208.0,40574.0,75.0,40574.0,75.0,0.0,0.0,0.0,0.0,26100.0,41.0,26100.0,41.0,23350.0,101.0,23350.0,101.0,0.0,0.0,0.0,0.0,14474.0,34.0,14474.0,34.0,34351.0,107.0,34351.0,107.0,0.0,0.0,0.0,0.0,8861.0,74.0,8861.0,74.0,1635.0,11.0,1635.0,11.0,7226.0,63.0,7226.0,63.0,1635.0,11.0,1635.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6325.0,57.0,6325.0,57.0,0.0,0.0,0.0,0.0,1635.0,11.0,1635.0,11.0,901.0,6.0,901.0,6.0,0.0,0.0,0.0,0.0
CA02,1980,123116.0,221.0,123116.0,221.0,48155.0,67.0,48155.0,67.0,74961.0,154.0,74961.0,154.0,47655.0,66.0,47655.0,66.0,0.0,0.0,0.0,0.0,24115.0,33.0,24115.0,33.0,64961.0,127.0,64961.0,127.0,0.0,0.0,0.0,0.0,23540.0,33.0,23540.0,33.0,10000.0,27.0,10000.0,27.0,0.0,0.0,0.0,0.0,675.0,6.0,675.0,6.0,0.0,0.0,0.0,0.0,675.0,6.0,675.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,3.0,450.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,3.0,225.0,3.0,0.0,0.0,0.0,0.0
CA03,1980,90316.0,246.0,90316.0,246.0,68816.0,212.0,68816.0,212.0,21500.0,34.0,21500.0,34.0,21751.0,41.0,21751.0,41.0,0.0,0.0,0.0,0.0,17175.0,30.0,17175.0,30.0,16900.0,27.0,16900.0,27.0,0.0,0.0,0.0,0.0,4576.0,11.0,4576.0,11.0,4600.0,7.0,4600.0,7.0,0.0,0.0,0.0,0.0,925.0,7.0,925.0,7.0,675.0,5.0,675.0,5.0,250.0,2.0,250.0,2.0,675.0,5.0,675.0,5.0,0.0,0.0,0.0,0.0,425.0,3.0,425.0,3.0,250.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0,250.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA04,1980,44152.0,120.0,44152.0,120.0,21676.0,48.0,21676.0,48.0,22476.0,72.0,22476.0,72.0,21676.0,48.0,21676.0,48.0,0.0,0.0,0.0,0.0,20476.0,45.0,20476.0,45.0,22476.0,72.0,22476.0,72.0,0.0,0.0,0.0,0.0,1200.0,3.0,1200.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926.0,14.0,1926.0,14.0,1376.0,10.0,1376.0,10.0,550.0,4.0,550.0,4.0,1376.0,10.0,1376.0,10.0,0.0,0.0,0.0,0.0,1376.0,10.0,1376.0,10.0,550.0,4.0,550.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA05,1980,210503.0,381.0,210503.0,381.0,118375.0,175.0,118375.0,175.0,92128.0,206.0,92128.0,206.0,118375.0,175.0,118375.0,175.0,0.0,0.0,0.0,0.0,73424.0,102.0,73424.0,102.0,43030.0,99.0,43030.0,99.0,0.0,0.0,0.0,0.0,44951.0,73.0,44951.0,73.0,49098.0,107.0,49098.0,107.0,0.0,0.0,0.0,0.0,455.0,8.0,455.0,8.0,75.0,2.0,75.0,2.0,380.0,6.0,380.0,6.0,75.0,2.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,75.0,2.0,380.0,6.0,380.0,6.0,0.0,0.0,0.0,0.0
CA06,1980,39775.0,93.0,39775.0,93.0,2000.0,2.0,2000.0,2.0,37775.0,91.0,37775.0,91.0,2000.0,2.0,2000.0,2.0,0.0,0.0,0.0,0.0,2000.0,2.0,2000.0,2.0,37775.0,91.0,37775.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA07,1980,39423.0,105.0,39423.0,105.0,20425.0,40.0,20425.0,40.0,18998.0,65.0,18998.0,65.0,15750.0,24.0,15750.0,24.0,4675.0,16.0,4675.0,16.0,7000.0,10.0,7000.0,10.0,18998.0,65.0,18998.0,65.0,4675.0,16.0,4675.0,16.0,8750.0,14.0,8750.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.0,22.0,3265.0,22.0,0.0,0.0,0.0,0.0,3265.0,22.0,3265.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3265.0,22.0,3265.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA08,1980,33903.0,91.0,33903.0,91.0,15875.0,41.0,15875.0,41.0,18028.0,50.0,18028.0,50.0,15875.0,41.0,15875.0,41.0,0.0,0.0,0.0,0.0,14875.0,40.0,14875.0,40.0,16828.0,46.0,16828.0,46.0,0.0,0.0,0.0,0.0,1000.0,1.0,1000.0,1.0,1200.0,4.0,1200.0,4.0,0.0,0.0,0.0,0.0,2003.0,15.0,2003.0,15.0,1375.0,10.0,1375.0,10.0,628.0,5.0,628.0,5.0,1375.0,10.0,1375.0,10.0,0.0,0.0,0.0,0.0,1375.0,10.0,1375.0,10.0,578.0,4.0,578.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0
CA09,1980,11170.0,18.0,11170.0,18.0,9390.0,14.0,9390.0,14.0,1780.0,4.0,1780.0,4.0,9390.0,14.0,9390.0,14.0,0.0,0.0,0.0,0.0,3700.0,6.0,3700.0,6.0,450.0,2.0,450.0,2.0,0.0,0.0,0.0,0.0,5690.0,8.0,5690.0,8.0,1330.0,2.0,1330.0,2.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,1.0,50.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA10,1980,4250.0,13.0,4250.0,13.0,1120.0,3.0,1120.0,3.0,3130.0,10.0,3130.0,10.0,1120.0,3.0,1120.0,3.0,0.0,0.0,0.0,0.0,1120.0,3.0,1120.0,3.0,3130.0,10.0,3130.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,4.0,150.0,4.0,120.0,1.0,120.0,1.0,30.0,3.0,30.0,3.0,120.0,1.0,120.0,1.0,0.0,0.0,0.0,0.0,120.0,1.0,120.0,1.0,30.0,3.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA11,1980,551440.0,1224.0,280806.0,733.0,282301.0,606.0,144817.0,400.0,269139.0,618.0,135989.0,333.0,247159.0,483.0,111219.0,285.0,32148.0,112.0,31848.0,111.0,162224.0,285.0,61337.0,146.0,215530.0,469.0,97030.0,216.0,28648.0,104.0,28348.0,103.0,84935.0,198.0,49882.0,139.0,53609.0,149.0,38959.0,117.0,3500.0,8.0,3500.0,8.0,12107.0,105.0,9938.0,88.0,6048.0,55.0,5504.0,51.0,6059.0,50.0,4434.0,37.0,4654.0,36.0,4504.0,35.0,1000.0,16.0,1000.0,16.0,2579.0,17.0,2579.0,17.0,3314.0,24.0,2089.0,15.0,1000.0,16.0,1000.0,16.0,2075.0,19.0,1925.0,18.0,2745.0,26.0,2345.0,22.0,0.0,0.0,0.0,0.0
CA12,1980,33950.0,65.0,33950.0,65.0,15750.0,27.0,15750.0,27.0,18200.0,38.0,18200.0,38.0,15750.0,27.0,15750.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,22.0,12500.0,22.0,17200.0,37.0,17200.0,37.0,0.0,0.0,0.0,0.0,850.0,9.0,850.0,9.0,350.0,3.0,350.0,3.0,500.0,6.0,500.0,6.0,350.0,3.0,350.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,3.0,350.0,3.0,500.0,6.0,500.0,6.0,0.0,0.0,0.0,0.0
CA13,1980,23375.0,108.0,23375.0,108.0,8880.0,24.0,8880.0,24.0,14495.0,84.0,14495.0,84.0,8650.0,15.0,8650.0,15.0,0.0,0.0,0.0,0.0,8650.0,15.0,8650.0,15.0,14495.0,84.0,14495.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7276.0,71.0,7276.0,71.0,380.0,10.0,380.0,10.0,6896.0,61.0,6896.0,61.0,150.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0,150.0,1.0,150.0,1.0,6896.0,61.0,6896.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA14,1980,27305.0,69.0,27305.0,69.0,8713.0,18.0,8713.0,18.0,18592.0,51.0,18592.0,51.0,8501.0,17.0,8501.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4192.0,10.0,4192.0,10.0,0.0,0.0,0.0,0.0,8501.0,17.0,8501.0,17.0,14400.0,41.0,14400.0,41.0,0.0,0.0,0.0,0.0,250.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0,250.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0
CA15,1980,36178.0,61.0,36178.0,61.0,15000.0,21.0,15000.0,21.0,21178.0,40.0,21178.0,40.0,15000.0,21.0,15000.0,21.0,0.0,0.0,0.0,0.0,15000.0,21.0,15000.0,21.0,20575.0,39.0,20575.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,1.0,603.0,1.0,0.0,0.0,0.0,0.0,300.0,2.0,300.0,2.0,0.0,0.0,0.0,0.0,300.0,2.0,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2.0,300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA16,1980,8013.0,15.0,8013.0,15.0,7513.0,14.0,7513.0,14.0,500.0,1.0,500.0,1.0,7513.0,14.0,7513.0,14.0,0.0,0.0,0.0,0.0,7513.0,14.0,7513.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA17,1980,151546.0,328.0,151546.0,328.0,71271.0,161.0,71271.0,161.0,80275.0,167.0,80275.0,167.0,61459.0,119.0,61459.0,119.0,0.0,0.0,0.0,0.0,4500.0,8.0,4500.0,8.0,10600.0,19.0,10600.0,19.0,0.0,0.0,0.0,0.0,56959.0,111.0,56959.0,111.0,69675.0,148.0,69675.0,148.0,0.0,0.0,0.0,0.0,4919.0,38.0,4919.0,38.0,2400.0,18.0,2400.0,18.0,2519.0,20.0,2519.0,20.0,1100.0,9.0,1100.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,9.0,1100.0,9.0,2519.0,20.0,2519.0,20.0,0.0,0.0,0.0,0.0
CA18,1980,38617.0,124.0,38617.0,124.0,20288.0,65.0,20288.0,65.0,18329.0,59.0,18329.0,59.0,18800.0,56.0,18800.0,56.0,0.0,0.0,0.0,0.0,3400.0,10.0,3400.0,10.0,1050.0,2.0,1050.0,2.0,0.0,0.0,0.0,0.0,15400.0,46.0,15400.0,46.0,17279.0,57.0,17279.0,57.0,0.0,0.0,0.0,0.0,2603.0,30.0,2603.0,30.0,1374.0,18.0,1374.0,18.0,1229.0,12.0,1229.0,12.0,1351.0,11.0,1351.0,11.0,0.0,0.0,0.0,0.0,451.0,4.0,451.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,7.0,900.0,7.0,1229.0,12.0,1229.0,12.0,0.0,0.0,0.0,0.0
CA19,1980,9780.0,35.0,9780.0,35.0,1000.0,2.0,1000.0,2.0,8780.0,33.0,8780.0,33.0,1000.0,2.0,1000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0,1000.0,2.0,8780.0,33.0,8780.0,33.0,0.0,0.0,0.0,0.0,830.0,6.0,830.0,6.0,0.0,0.0,0.0,0.0,830.0,6.0,830.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,6.0,830.0,6.0,0.0,0.0,0.0,0.0
CA20,1980,43551.0,133.0,43551.0,133.0,11176.0,28.0,11176.0,28.0,32375.0,105.0,32375.0,105.0,10976.0,20.0,10976.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15900.0,48.0,15900.0,48.0,0.0,0.0,0.0,0.0,10976.0,20.0,10976.0,20.0,16475.0,57.0,16475.0,57.0,0.0,0.0,0.0,0.0,1120.0,34.0,1120.0,34.0,345.0,13.0,345.0,13.0,775.0,21.0,775.0,21.0,145.0,5.0,145.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,5.0,145.0,5.0,775.0,21.0,775.0,21.0,0.0,0.0,0.0,0.0
CA21,1980,511172.0,842.0,511172.0,842.0,309157.0,410.0,309157.0,410.0,202015.0,432.0,202015.0,432.0,309157.0,410.0,309157.0,410.0,0.0,0.0,0.0,0.0,203107.0,266.0,203107.0,266.0,146398.0,340.0,146398.0,340.0,0.0,0.0,0.0,0.0,106050.0,144.0,106050.0,144.0,55617.0,92.0,55617.0,92.0,0.0,0.0,0.0,0.0,3536.0,32.0,3536.0,32.0,110.0,2.0,110.0,2.0,3426.0,30.0,3426.0,30.0,110.0,2.0,110.0,2.0,0.0,0.0,0.0,0.0,110.0,2.0,110.0,2.0,3276.0,29.0,3276.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0
CA22,1980,50870.0,93.0,50870.0,93.0,38493.0,50.0,38493.0,50.0,12377.0,43.0,12377.0,43.0,38493.0,50.0,38493.0,50.0,0.0,0.0,0.0,0.0,31625.0,36.0,31625.0,36.0,8302.0,20.0,8302.0,20.0,0.0,0.0,0.0,0.0,6868.0,14.0,6868.0,14.0,4075.0,23.0,4075.0,23.0,0.0,0.0,0.0,0.0,1795.0,25.0,1795.0,25.0,118.0,4.0,118.0,4.0,1677.0,21.0,1677.0,21.0,118.0,4.0,118.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,102.0,1.0,0.0,0.0,0.0,0.0,118.0,4.0,118.0,4.0,1575.0,20.0,1575.0,20.0,0.0,0.0,0.0,0.0
CA23,1980,56800.0,172.0,56800.0,172.0,1500.0,2.0,1500.0,2.0,55300.0,170.0,55300.0,170.0,1500.0,2.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55300.0,170.0,55300.0,170.0,0.0,0.0,0.0,0.0,1500.0,2.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,50.0,7500.0,50.0,0.0,0.0,0.0,0.0,7500.0,50.0,7500.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,50.0,7500.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA24,1980,13660.0,32.0,13660.0,32.0,2000.0,3.0,2000.0,3.0,11660.0,29.0,11660.0,29.0,2000.0,3.0,2000.0,3.0,0.0,0.0,0.0,0.0,1000.0,2.0,1000.0,2.0,10010.0,24.0,10010.0,24.0,0.0,0.0,0.0,0.0,1000.0,1.0,1000.0,1.0,1650.0,5.0,1650.0,5.0,0.0,0.0,0.0,0.0,460.0,3.0,460.0,3.0,0.0,0.0,0.0,0.0,460.0,3.0,460.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,3.0,460.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA25,1980,17030.0,24.0,17030.0,24.0,13930.0,20.0,13930.0,20.0,3100.0,4.0,3100.0,4.0,13930.0,20.0,13930.0,20.0,0.0,0.0,0.0,0.0,10400.0,15.0,10400.0,15.0,3100.0,4.0,3100.0,4.0,0.0,0.0,0.0,0.0,3530.0,5.0,3530.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA26,1980,49175.0,136.0,49175.0,136.0,5000.0,8.0,5000.0,8.0,44175.0,128.0,44175.0,128.0,5000.0,8.0,5000.0,8.0,0.0,0.0,0.0,0.0,500.0,1.0,500.0,1.0,4690.0,12.0,4690.0,12.0,0.0,0.0,0.0,0.0,4500.0,7.0,4500.0,7.0,39485.0,116.0,39485.0,116.0,0.0,0.0,0.0,0.0,500.0,13.0,500.0,13.0,0.0,0.0,0.0,0.0,500.0,13.0,500.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,11.0,250.0,11.0,0.0,0.0,0.0,0.0
CA27,1980,325476.0,556.0,325476.0,556.0,211501.0,289.0,211501.0,289.0,113975.0,267.0,113975.0,267.0,210397.0,285.0,210397.0,285.0,0.0,0.0,0.0,0.0,160502.0,203.0,160502.0,203.0,76275.0,150.0,76275.0,150.0,0.0,0.0,0.0,0.0,49895.0,82.0,49895.0,82.0,37700.0,117.0,37700.0,117.0,0.0,0.0,0.0,0.0,3594.0,37.0,3594.0,37.0,829.0,6.0,829.0,6.0,2765.0,31.0,2765.0,31.0,725.0,5.0,725.0,5.0,0.0,0.0,0.0,0.0,150.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,4.0,575.0,4.0,2765.0,31.0,2765.0,31.0,0.0,0.0,0.0,0.0
CA28,1980,23530.0,75.0,23530.0,75.0,12955.0,39.0,12955.0,39.0,10575.0,36.0,10575.0,36.0,12955.0,39.0,12955.0,39.0,0.0,0.0,0.0,0.0,12955.0,39.0,12955.0,39.0,10575.0,36.0,10575.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3030.0,24.0,3030.0,24.0,2205.0,17.0,2205.0,17.0,825.0,7.0,825.0,7.0,2205.0,17.0,2205.0,17.0,0.0,0.0,0.0,0.0,2205.0,17.0,2205.0,17.0,825.0,7.0,825.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA29,1980,20730.0,74.0,20730.0,74.0,1000.0,2.0,1000.0,2.0,19730.0,72.0,19730.0,72.0,1000.0,2.0,1000.0,2.0,0.0,0.0,0.0,0.0,1000.0,2.0,1000.0,2.0,19730.0,72.0,19730.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.0,28.0,3430.0,28.0,0.0,0.0,0.0,0.0,3430.0,28.0,3430.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.0,28.0,3430.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA30,1980,22897.0,65.0,22897.0,65.0,5100.0,9.0,5100.0,9.0,17797.0,56.0,17797.0,56.0,5100.0,9.0,5100.0,9.0,0.0,0.0,0.0,0.0,5100.0,9.0,5100.0,9.0,17797.0,56.0,17797.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,16.0,2048.0,16.0,0.0,0.0,0.0,0.0,2048.0,16.0,2048.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048.0,16.0,2048.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA31,1980,221298.0,367.0,221298.0,367.0,81500.0,110.0,81500.0,110.0,139798.0,257.0,139798.0,257.0,81500.0,110.0,81500.0,110.0,0.0,0.0,0.0,0.0,81500.0,110.0,81500.0,110.0,139798.0,257.0,139798.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0,150.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
