district,cycle,total_amount_ind,tran_count_ind,total_amount_without_LTS1_ind,tran_count_without_LTS1_ind,total_amount_no_primary_ind,tran_count_no_primary_ind,total_amount_no_primary_without_LTS1_ind,tran_count_no_primary_without_LTS1_ind,total_amount_primary_ind,tran_count_primary_ind,total_amount_primary_without_LTS1_ind,tran_count_primary_without_LTS1_ind,total_amount_gen_ind,tran_count_gen_ind,total_amount_gen_without_LTS1_ind,tran_count_gen_without_LTS1_ind,total_amount_special_ind,tran_count_special_ind,total_amount_special_without_LTS1_ind,tran_count_special_without_LTS1_ind,total_amount_dem_gen_ind,tran_count_dem_gen_ind,total_amount_dem_gen_without_LTS1_ind,tran_count_dem_gen_without_LTS1_ind,total_amount_dem_primary_ind,tran_count_dem_primary_ind,total_amount_dem_primary_without_LTS1_ind,tran_count_dem_primary_without_LTS1_ind,total_amount_dem_special_ind,tran_count_dem_special_ind,total_amount_dem_special_without_LTS1_ind,tran_count_dem_special_without_LTS1_ind,total_amount_rep_gen_ind,tran_count_rep_gen_ind,total_amount_rep_gen_without_LTS1_ind,tran_count_rep_gen_without_LTS1_ind,total_amount_rep_primary_ind,tran_count_rep_primary_ind,total_amount_rep_primary_without_LTS1_ind,tran_count_rep_primary_without_LTS1_ind,total_amount_rep_special_ind,tran_count_rep_special_ind,total_amount_rep_special_without_LTS1_ind,tran_count_rep_special_without_LTS1_ind,total_amount_smallind,tran_count_smallind,total_amount_without_LTS1_smallind,tran_count_without_LTS1_smallind,total_amount_no_primary_smallind,tran_count_no_primary_smallind,total_amount_no_primary_without_LTS1_smallind,tran_count_no_primary_without_LTS1_smallind,total_amount_primary_smallind,tran_count_primary_smallind,total_amount_primary_without_LTS1_smallind,tran_count_primary_without_LTS1_smallind,total_amount_gen_smallind,tran_count_gen_smallind,total_amount_gen_without_LTS1_smallind,tran_count_gen_without_LTS1_smallind,total_amount_special_smallind,tran_count_special_smallind,total_amount_special_without_LTS1_smallind,tran_count_special_without_LTS1_smallind,total_amount_dem_gen_smallind,tran_count_dem_gen_smallind,total_amount_dem_gen_without_LTS1_smallind,tran_count_dem_gen_without_LTS1_smallind,total_amount_dem_primary_smallind,tran_count_dem_primary_smallind,total_amount_dem_primary_without_LTS1_smallind,tran_count_dem_primary_without_LTS1_smallind,total_amount_dem_special_smallind,tran_count_dem_special_smallind,total_amount_dem_special_without_LTS1_smallind,tran_count_dem_special_without_LTS1_smallind,total_amount_rep_gen_smallind,tran_count_rep_gen_smallind,total_amount_rep_gen_without_LTS1_smallind,tran_count_rep_gen_without_LTS1_smallind,total_amount_rep_primary_smallind,tran_count_rep_primary_smallind,total_amount_rep_primary_without_LTS1_smallind,tran_count_rep_primary_without_LTS1_smallind,total_amount_rep_special_smallind,tran_count_rep_special_smallind,total_amount_rep_special_without_LTS1_smallind,tran_count_rep_special_without_LTS1_smallind
FL01,1994,494193.0,902.0,494193.0,902.0,140746.0,257.0,140746.0,257.0,353447.0,645.0,353447.0,645.0,101896.0,206.0,101896.0,206.0,0.0,0.0,0.0,0.0,41430.0,81.0,41430.0,81.0,56329.0,104.0,56329.0,104.0,0.0,0.0,0.0,0.0,60466.0,125.0,60466.0,125.0,297118.0,541.0,297118.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL02,1994,68135.0,180.0,68135.0,180.0,18025.0,45.0,18025.0,45.0,50110.0,135.0,50110.0,135.0,18025.0,45.0,18025.0,45.0,0.0,0.0,0.0,0.0,6725.0,17.0,6725.0,17.0,32685.0,90.0,32685.0,90.0,0.0,0.0,0.0,0.0,11300.0,28.0,11300.0,28.0,17425.0,45.0,17425.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL03,1994,252404.0,535.0,252404.0,535.0,73600.0,152.0,73600.0,152.0,178804.0,383.0,178804.0,383.0,73350.0,151.0,73350.0,151.0,0.0,0.0,0.0,0.0,22250.0,41.0,22250.0,41.0,102589.0,209.0,102589.0,209.0,0.0,0.0,0.0,0.0,51100.0,110.0,51100.0,110.0,76215.0,174.0,76215.0,174.0,0.0,0.0,0.0,0.0,169.0,2.0,169.0,2.0,0.0,0.0,0.0,0.0,169.0,2.0,169.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0
FL04,1994,143196.0,275.0,143196.0,275.0,7931.0,13.0,7931.0,13.0,135265.0,262.0,135265.0,262.0,7931.0,13.0,7931.0,13.0,0.0,0.0,0.0,0.0,500.0,1.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7431.0,12.0,7431.0,12.0,135265.0,262.0,135265.0,262.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0
FL05,1994,189750.0,359.0,189750.0,359.0,92131.0,177.0,92131.0,177.0,97619.0,182.0,97619.0,182.0,92131.0,177.0,92131.0,177.0,0.0,0.0,0.0,0.0,18013.0,40.0,18013.0,40.0,26824.0,69.0,26824.0,69.0,0.0,0.0,0.0,0.0,74118.0,137.0,74118.0,137.0,70795.0,113.0,70795.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL06,1994,55848.0,121.0,55848.0,121.0,8550.0,12.0,8550.0,12.0,47298.0,109.0,47298.0,109.0,8550.0,12.0,8550.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8550.0,12.0,8550.0,12.0,47298.0,109.0,47298.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL07,1994,128464.0,409.0,128464.0,409.0,41224.0,133.0,41224.0,133.0,87240.0,276.0,87240.0,276.0,41224.0,133.0,41224.0,133.0,0.0,0.0,0.0,0.0,200.0,1.0,200.0,1.0,1200.0,3.0,1200.0,3.0,0.0,0.0,0.0,0.0,41024.0,132.0,41024.0,132.0,86040.0,273.0,86040.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL08,1994,133380.0,266.0,133380.0,266.0,3700.0,8.0,3700.0,8.0,129680.0,258.0,129680.0,258.0,3700.0,8.0,3700.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.0,8.0,3700.0,8.0,129680.0,258.0,129680.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL09,1994,66436.0,143.0,66436.0,143.0,18634.0,31.0,18634.0,31.0,47802.0,112.0,47802.0,112.0,18634.0,31.0,18634.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18634.0,31.0,18634.0,31.0,47802.0,112.0,47802.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL10,1994,14075.0,31.0,14075.0,31.0,250.0,1.0,250.0,1.0,13825.0,30.0,13825.0,30.0,250.0,1.0,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1.0,250.0,1.0,13825.0,30.0,13825.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL11,1994,581170.0,965.0,581170.0,965.0,410316.0,691.0,410316.0,691.0,170854.0,274.0,170854.0,274.0,409816.0,690.0,409816.0,690.0,0.0,0.0,0.0,0.0,163810.0,260.0,163810.0,260.0,109011.0,161.0,109011.0,161.0,0.0,0.0,0.0,0.0,246006.0,430.0,246006.0,430.0,61843.0,113.0,61843.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL12,1994,129384.0,369.0,129384.0,369.0,63109.0,166.0,63109.0,166.0,66275.0,203.0,66275.0,203.0,63109.0,166.0,63109.0,166.0,0.0,0.0,0.0,0.0,14650.0,33.0,14650.0,33.0,24345.0,72.0,24345.0,72.0,0.0,0.0,0.0,0.0,48459.0,133.0,48459.0,133.0,41930.0,131.0,41930.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL13,1994,83165.0,175.0,83165.0,175.0,5950.0,10.0,5950.0,10.0,77215.0,165.0,77215.0,165.0,5950.0,10.0,5950.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5950.0,10.0,5950.0,10.0,77215.0,165.0,77215.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL14,1994,84799.0,197.0,84799.0,197.0,3800.0,5.0,3800.0,5.0,80999.0,192.0,80999.0,192.0,3800.0,5.0,3800.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,5.0,3800.0,5.0,80999.0,192.0,80999.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL15,1994,574970.0,1195.0,574970.0,1195.0,206255.0,446.0,206255.0,446.0,368715.0,749.0,368715.0,749.0,158741.0,354.0,158741.0,354.0,0.0,0.0,0.0,0.0,75079.0,172.0,75079.0,172.0,154550.0,346.0,154550.0,346.0,0.0,0.0,0.0,0.0,83662.0,182.0,83662.0,182.0,214165.0,403.0,214165.0,403.0,0.0,0.0,0.0,0.0,350.0,3.0,350.0,3.0,100.0,1.0,100.0,1.0,250.0,2.0,250.0,2.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,150.0,1.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0
FL16,1994,377565.0,852.0,377565.0,852.0,79600.0,197.0,79600.0,197.0,297965.0,655.0,297965.0,655.0,75300.0,189.0,75300.0,189.0,0.0,0.0,0.0,0.0,17450.0,32.0,17450.0,32.0,53339.0,142.0,53339.0,142.0,0.0,0.0,0.0,0.0,57850.0,157.0,57850.0,157.0,244626.0,513.0,244626.0,513.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL17,1994,150315.0,276.0,150315.0,276.0,4550.0,7.0,4550.0,7.0,145765.0,269.0,145765.0,269.0,4150.0,6.0,4150.0,6.0,0.0,0.0,0.0,0.0,4150.0,6.0,4150.0,6.0,145765.0,269.0,145765.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL18,1994,250059.0,615.0,250059.0,615.0,34233.0,59.0,34233.0,59.0,215826.0,556.0,215826.0,556.0,34233.0,59.0,34233.0,59.0,0.0,0.0,0.0,0.0,1950.0,4.0,1950.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32283.0,55.0,32283.0,55.0,215826.0,556.0,215826.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL19,1994,127806.0,298.0,127806.0,298.0,21800.0,54.0,21800.0,54.0,106006.0,244.0,106006.0,244.0,21800.0,54.0,21800.0,54.0,0.0,0.0,0.0,0.0,18350.0,47.0,18350.0,47.0,74000.0,195.0,74000.0,195.0,0.0,0.0,0.0,0.0,3450.0,7.0,3450.0,7.0,32006.0,49.0,32006.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL20,1994,509116.0,904.0,509116.0,904.0,221905.0,403.0,221905.0,403.0,287211.0,501.0,287211.0,501.0,208758.0,379.0,208758.0,379.0,0.0,0.0,0.0,0.0,190638.0,344.0,190638.0,344.0,271502.0,470.0,271502.0,470.0,0.0,0.0,0.0,0.0,18120.0,35.0,18120.0,35.0,15709.0,31.0,15709.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL21,1994,189194.0,375.0,189194.0,375.0,6800.0,10.0,6800.0,10.0,182394.0,365.0,182394.0,365.0,6800.0,10.0,6800.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.0,10.0,6800.0,10.0,182394.0,365.0,182394.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL22,1994,450405.0,908.0,450405.0,908.0,241592.0,447.0,241592.0,447.0,208813.0,461.0,208813.0,461.0,241342.0,446.0,241342.0,446.0,0.0,0.0,0.0,0.0,60900.0,112.0,60900.0,112.0,90430.0,140.0,90430.0,140.0,0.0,0.0,0.0,0.0,180442.0,334.0,180442.0,334.0,118383.0,321.0,118383.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL23,1994,111818.0,213.0,111818.0,213.0,2200.0,4.0,2200.0,4.0,109618.0,209.0,109618.0,209.0,2200.0,4.0,2200.0,4.0,0.0,0.0,0.0,0.0,2200.0,4.0,2200.0,4.0,109618.0,209.0,109618.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL24,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL25,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL26,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL27,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FL28,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA01,1994,165050.0,355.0,165050.0,355.0,54239.0,153.0,54239.0,153.0,110811.0,202.0,110811.0,202.0,54239.0,153.0,54239.0,153.0,0.0,0.0,0.0,0.0,500.0,1.0,500.0,1.0,961.0,1.0,961.0,1.0,0.0,0.0,0.0,0.0,53739.0,152.0,53739.0,152.0,109850.0,201.0,109850.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA02,1994,201503.0,418.0,201503.0,418.0,56750.0,100.0,56750.0,100.0,144753.0,318.0,144753.0,318.0,51500.0,93.0,51500.0,93.0,0.0,0.0,0.0,0.0,51500.0,93.0,51500.0,93.0,144753.0,318.0,144753.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,150.0,2.0,0.0,0.0,0.0,0.0,150.0,2.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA03,1994,436535.0,824.0,436535.0,824.0,232399.0,440.0,232399.0,440.0,204136.0,384.0,204136.0,384.0,180149.0,358.0,180149.0,358.0,0.0,0.0,0.0,0.0,95833.0,182.0,95833.0,182.0,136715.0,248.0,136715.0,248.0,0.0,0.0,0.0,0.0,84316.0,176.0,84316.0,176.0,67421.0,136.0,67421.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA04,1994,461712.0,972.0,461712.0,972.0,257634.0,552.0,257634.0,552.0,204078.0,420.0,204078.0,420.0,257634.0,552.0,257634.0,552.0,0.0,0.0,0.0,0.0,158918.0,370.0,158918.0,370.0,91116.0,171.0,91116.0,171.0,0.0,0.0,0.0,0.0,98716.0,182.0,98716.0,182.0,112962.0,249.0,112962.0,249.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0
GA05,1994,106708.0,202.0,106708.0,202.0,58082.0,123.0,58082.0,123.0,48626.0,79.0,48626.0,79.0,58082.0,123.0,58082.0,123.0,0.0,0.0,0.0,0.0,46908.0,97.0,46908.0,97.0,44050.0,70.0,44050.0,70.0,0.0,0.0,0.0,0.0,11174.0,26.0,11174.0,26.0,4576.0,9.0,4576.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
