district,cycle,real_data,territorial,cfscore_mean_prim_dem,cfscore_mean_prim_rep,cfscore_prim_abs_diff,cfscore_gen_dem,cfscore_gen_rep,cfscore_gen_abs_diff,cfscore_mean_contrib,cfscore_mean_contrib_dem,cfscore_mean_contrib_rep
ME02,1988,1.0,0,-0.918,0.449,1.367,,,,0.13918181818181818,-0.8093,0.5515652173913044
ME02,1990,1.0,0,-0.712,,,,0.481,,0.09059009009009009,-0.5077979797979798,0.5722195121951219
ME02,1992,1.0,0,-0.6125,0.324,0.9365000000000001,,,,0.07438063063063065,-0.4055492227979275,0.46529838709677424
ME02,1994,1.0,0,-0.8033333333333333,0.841,1.6443333333333334,-1.019,,,-0.08233843537414966,-0.5350249307479225,0.6470796460176992
ME02,1996,1.0,0,-0.8115,1.066,1.8775,,,,0.03286062717770035,-0.3744019607843137,1.0338433734939758
ME02,1998,1.0,0,-0.42,,,,1.132,,-0.1515238095238095,-0.27031304347826085,1.0903636363636364
ME02,2000,1.0,0,-0.408,1.0425,1.4505,,,,0.20283035714285713,-0.33162121212121215,0.9696521739130435
ME02,2002,1.0,0,-0.7342500000000001,0.7083999999999999,1.44265,,,,-0.019728920409771478,-0.5173940789473684,0.7233467583497053
ME02,2004,1.0,0,-0.51,0.992,1.502,-0.519,0.834,1.353,0.1314551645856981,-0.5561010752688171,0.8999975961538461
MI01,1980,1.0,0,,,,-0.709,,,-0.4266,-0.4266,
MI01,1982,1.0,0,-0.768,,,,,,-0.57,-0.57,
MI01,1984,1.0,0,-0.681,,,,,,-0.682,-0.682,
MI01,1986,1.0,0,-0.567,,,,,,-0.6613333333333333,-0.6613333333333333,
MI01,1988,1.0,0,-0.544,,,,,,-0.23883333333333337,-0.23883333333333337,
MI01,1990,1.0,0,-0.567,,,,,,-0.4805056179775281,-0.4805056179775281,
MI01,1992,1.0,0,0.18550000000000003,1.1733333333333333,0.9878333333333333,,,,0.8114872798434443,0.587360153256705,1.045476
MI01,1994,1.0,0,-0.4405,1.1345,1.5750000000000002,,-0.022,,0.7415895953757224,-0.11767708333333333,1.071548
MI01,1996,1.0,0,-0.483,0.7365,1.2195,,0.404,,0.44169369369369366,-0.14089655172413795,1.079245283018868
MI01,1998,1.0,0,-0.422,1.561,1.9829999999999999,,,,0.8096548913043479,-0.1454954128440367,1.2116293436293437
MI01,2000,1.0,0,-0.523,1.278,1.8010000000000002,,,,0.73697,-0.1691030303030303,1.183244776119403
MI01,2002,1.0,0,-0.329,1.5190000000000001,1.848,,1.373,,0.2286782608695652,-0.09233939393939394,1.0435692307692306
MI01,2004,1.0,0,-0.133,,,,,,-0.11240358744394618,-0.11240358744394618,
MI02,1980,1.0,0,-0.484,0.523,1.0070000000000001,,,,0.28822950819672133,-0.3197391304347826,0.6562105263157895
MI02,1982,1.0,0,-0.687,0.53,1.217,-0.739,,,0.5780588235294117,-0.483,0.644375
MI02,1984,1.0,0,-0.72,0.713,1.4329999999999998,-0.767,,,0.32754545454545453,-0.6226666666666666,0.683875
MI02,1986,1.0,0,-0.28950000000000004,0.968,1.2575,,,,0.6048611111111111,-0.433625,0.9015714285714286
MI02,1988,1.0,0,-0.8815,0.823,1.7045,,,,0.3290742574257426,-0.6621439393939395,0.8101066176470588
MI02,1990,1.0,0,-0.829,,,-0.815,0.795,1.6099999999999999,0.7931964285714285,,0.7931964285714285
MI02,1992,1.0,0,-0.962,0.9043333333333333,1.8663333333333334,,,,0.7838107142857142,-0.941,0.8088079710144928
MI02,1994,1.0,0,-0.964,0.763,1.7269999999999999,,1.353,,1.1940333333333333,-0.869,1.2172134831460673
MI02,1996,1.0,0,-0.876,1.325,2.201,,,,1.0968244680851065,-0.855125,1.1835777777777776
MI02,1998,1.0,0,-0.919,1.387,2.306,,,,0.9751751412429378,-0.75,1.2589210526315788
MI02,2000,1.0,0,,1.332,,-0.862,,,0.9204493243243242,-0.7408958333333334,1.242
MI02,2002,1.0,0,,1.352,,-1.048,,,1.1699302325581395,-0.8671428571428572,1.2267410358565736
MI02,2004,1.0,0,,1.255,,-0.557,,,1.1635847457627118,-0.951,1.1725829787234043
MI03,1980,1.0,0,-0.723,0.881,1.604,,,,0.5996139240506329,-0.6405,0.9145634920634921
MI03,1982,1.0,0,,1.151,,-0.707,,,0.43328571428571433,-0.4080967741935484,1.1020769230769232
MI03,1984,1.0,0,-0.762,1.213,1.975,,,,0.20053608247422683,-0.5413518518518519,1.1322093023255815
MI03,1986,1.0,0,-0.761,1.163,1.924,,,,0.1972727272727273,-0.5895416666666667,1.14145
MI03,1988,1.0,0,-0.732,1.211,1.943,,,,0.17572727272727276,-0.54212,1.1202631578947368
MI03,1990,1.0,0,-0.756,1.2255,1.9815,,,,0.28243840579710144,-0.5404016393442623,0.9342987012987013
MI03,1992,1.0,0,-0.8405,1.145,1.9855,,,,0.5950081300813008,-0.48429333333333335,1.0683859649122807
MI03,1994,1.0,0,-0.6103333333333333,1.2664,1.8767333333333331,,,,1.0780151802656548,-0.49633333333333335,1.1223326810176124
MI03,1996,1.0,0,-0.708,1.245,1.953,,,,1.1221076923076923,-0.6799999999999999,1.140782383419689
MI03,1998,1.0,0,-0.463,1.259,1.722,,,,1.1169005235602094,-0.081,1.1232052631578946
MI03,2000,1.0,0,-0.6045,1.317,1.9215,,,,1.0492554347826086,-0.5522727272727272,1.1510867052023122
MI03,2002,1.0,0,0.02,1.266,1.246,,,,1.1010634146341463,,1.1010634146341463
MI03,2004,1.0,0,0.396,1.274,0.878,,,,1.1159425287356322,,1.1159425287356322
MI04,1980,1.0,0,,1.1353333333333333,,-0.724,,,1.0507941176470588,-0.718,1.1043939393939395
MI04,1982,1.0,0,-0.621,1.0596,1.6806,,1.263,,0.8671233766233767,-0.6639999999999999,0.9079533333333333
MI04,1984,1.0,0,-0.532,0.5015,1.0335,-0.514,,,0.7325538461538461,-0.5433333333333333,0.7942903225806451
MI04,1986,1.0,0,-0.721,1.025,1.746,,,,0.9769947643979058,-0.6739999999999999,1.0033404255319147
MI04,1988,1.0,0,,,,,1.03,,0.9559393939393939,,0.9559393939393939
MI04,1990,1.0,0,-0.631,1.2015,1.8325,,,,0.890439446366782,-0.5268235294117647,0.9790183823529413
MI04,1992,1.0,0,-0.686,1.19,1.876,,,,0.9821857142857143,-0.6993333333333333,1.0316421568627452
MI04,1994,1.0,0,-1.069,1.16,2.229,,,,0.9132098765432098,-0.8282307692307692,1.0116391304347825
MI04,1996,1.0,0,-0.825,1.112,1.937,,,,0.97191,-0.394,0.9787738693467337
MI04,1998,1.0,0,,1.07,,,,,0.932030303030303,,0.932030303030303
MI04,2000,1.0,0,,1.08,,-1.223,,,0.9578051948051948,-1.237,0.9673478260869566
MI04,2002,1.0,0,,1.057,,-1.223,,,0.9535132743362832,-0.9626000000000001,0.9821976047904191
MI04,2004,1.0,0,-1.044,0.935,1.979,,,,0.7323700787401575,-0.8148846153846154,0.908811403508772
MI05,1980,1.0,0,-0.397,1.283,1.68,,,,0.7610975609756098,-0.3238648648648649,1.2278837209302325
MI05,1982,1.0,0,-0.567,1.235,1.802,-0.773,,,0.9714661016949152,-0.408375,1.1879117647058823
MI05,1984,1.0,0,-0.608,1.247,1.855,,1.223,,0.6982638888888888,-0.31926865671641796,1.1558120805369128
MI05,1986,1.0,0,-0.96,1.189,2.149,,,,1.1139124087591241,-0.839,1.1282720588235293
MI05,1988,1.0,0,-0.629,1.193,1.822,,,,1.0083727810650887,-0.4162941176470588,1.1677105263157894
MI05,1990,1.0,0,,1.189,,,,,1.14442654028436,,1.14442654028436
MI05,1992,1.0,0,-0.36766666666666664,1.1675,1.5351666666666666,,,,0.014996376811594197,-0.1541625,1.1427222222222222
MI05,1994,1.0,0,,1.226,,-0.372,1.201,1.573,0.08056363636363637,0.009749999999999998,1.308
MI05,1996,1.0,0,-0.28,1.308,1.588,,,,0.7113451327433628,0.05397916666666666,1.1967846153846153
MI05,1998,1.0,0,-0.338,,,,,,0.07286486486486488,0.07286486486486488,
MI05,2000,1.0,0,-0.378,0.863,1.241,,,,0.1910689655172414,-0.07259523809523809,0.8831875
MI05,2002,1.0,0,-0.382,0.0,0.382,-0.391,,,-0.3465740740740741,-0.3662,0.3403333333333334
MI05,2004,1.0,0,-0.303,1.128,1.4309999999999998,-0.254,,,0.3543929712460064,-0.3337482993197279,0.9637710843373494
MI06,1980,1.0,0,0.796,1.194,0.3979999999999999,,,,1.030188034188034,0.7597400000000001,1.2320149253731343
MI06,1982,1.0,0,0.4165,1.256,0.8395,,,,0.9020215053763442,0.5626279069767443,1.1939
MI06,1984,1.0,0,,1.128,,0.777,,,0.9741259842519685,0.654108695652174,1.1558641975308641
MI06,1986,1.0,0,0.833,0.665,0.16799999999999993,,1.139,,0.8567972027972028,0.6406543209876543,1.1391774193548387
MI06,1988,1.0,0,1.11,1.416,0.3059999999999998,,,,0.9719493670886077,0.8715166666666667,1.2891052631578948
MI06,1990,1.0,0,,0.775,,1.306,,,0.7502032967032968,0.7504157303370788,0.74075
MI06,1992,1.0,0,-0.86,0.976,1.8359999999999999,,1.307,,0.8364322033898305,-0.7708999999999999,0.9075530973451328
MI06,1994,1.0,0,-0.619,0.961,1.58,,,,0.8018956228956229,-0.32775,0.9012051282051282
MI06,1996,1.0,0,-0.713,0.938,1.6509999999999998,,,,0.8877804878048781,-0.5725,0.8980280701754385
MI06,1998,1.0,0,-0.806,0.911,1.717,,,,0.8801460674157303,-0.772,0.8863571428571428
MI06,2000,1.0,0,,0.925,,,,,0.8718054607508532,,0.8718054607508532
MI06,2002,1.0,0,,1.1255,,-1.18,,,0.8591059147180191,-0.9450769230769231,0.8919551820728291
MI06,2004,1.0,0,,1.1955,,0.4,,,0.8651762013729977,-0.43685714285714283,0.8863720930232558
MI07,1980,1.0,0,-0.128,,,,,,0.21433333333333335,0.21433333333333335,
MI07,1982,1.0,0,-0.388,,,,,,0.12066666666666664,0.12066666666666664,
MI07,1984,1.0,0,-0.424,,,,,,0.385,0.385,
MI07,1986,1.0,0,,,,-0.532,,,-0.005,-0.005,
MI07,1988,1.0,0,,,,-0.527,,,-0.0955,-0.0955,
MI07,1990,1.0,0,-0.485,,,,0.881,,-0.059333333333333335,-0.31714285714285717,0.843
MI07,1992,1.0,0,,0.5469999999999999,,,,,0.9722905198776759,,0.9722905198776759
MI07,1994,1.0,0,-0.842,0.989,1.831,,,,0.9580673400673401,-0.7755,0.9698203389830508
MI07,1996,1.0,0,-0.814,1.083,1.8969999999999998,,1.278,,0.9339342105263158,-0.6701463414634146,1.184
MI07,1998,1.0,0,-0.339,,,-0.957,,,0.8045620689655173,-0.41702564102564105,1.1132570194384448
MI07,2000,1.0,0,,1.323,,-0.627,,,1.1818208955223881,-0.61,1.1952932330827066
MI07,2002,1.0,0,-0.966,1.335,2.301,,,,1.1070185185185186,-0.7414285714285714,1.2351287128712871
MI07,2004,1.0,0,-0.8049999999999999,1.11225,1.91725,,,,0.8406403508771929,-0.6546122448979592,0.8748728728728729
MI08,1980,1.0,0,-0.411,1.011,1.422,,,,0.09344285714285715,-0.1485272727272727,0.9806666666666666
MI08,1982,1.0,0,-0.526,,,,1.011,,-0.04700000000000001,-0.04700000000000001,
MI08,1984,1.0,0,-0.56,1.224,1.784,,,,0.010315789473684231,-0.06166666666666665,1.306
MI08,1986,1.0,0,-0.41,0.537,0.9470000000000001,,,,0.07653333333333334,-0.14694999999999997,0.5235000000000001
MI08,1988,1.0,0,-0.419,,,,,,0.029666666666666678,0.029666666666666678,
MI08,1990,1.0,0,,,,-0.472,,,-0.0904390243902439,-0.0904390243902439,
MI08,1992,1.0,0,1.194,0.9216666666666667,0.2723333333333332,-0.318,,,0.6691834319526627,0.6039192100538601,0.79540625
MI08,1994,1.0,0,-0.564,,,,1.203,,0.632298245614035,-0.1499083969465649,1.1179336492890994
MI08,1996,1.0,0,-0.71,0.10150000000000003,0.8115,,,,0.30224251968503935,-0.6417167530224525,1.0932011577424021
MI08,1998,1.0,0,,1.193,,,,,-0.2320122699386503,-0.5616205128205128,1.0664444444444445
MI08,2000,1.0,0,-0.965,0.98,1.9449999999999998,,,,0.3269436109674082,-0.5550789779326365,1.0353591417910448
MI08,2002,1.0,0,-0.969,,,-1.257,0.926,2.183,1.0866531445684726,-0.8679047619047618,1.0978923877327493
MI08,2004,1.0,0,-1.322,,,,0.908,,1.0098467603702435,-0.9422028985507247,1.0571400983146069
MI09,1980,1.0,0,,1.081,,,,,0.8123580246913581,,0.8123580246913581
MI09,1982,1.0,0,-0.706,0.58,1.286,,,,0.5362142857142856,-0.7013333333333334,0.68472
MI09,1984,1.0,0,-0.821,,,,0.905,,0.60728125,-0.7645,0.6987333333333333
MI09,1986,1.0,0,-0.723,0.668,1.391,,,,0.6580357142857143,-0.704,0.7084814814814815
MI09,1988,1.0,0,,0.724,,-0.837,,,0.6551428571428571,-0.8075,0.8989166666666666
MI09,1990,1.0,0,,0.647,,,,,0.7207777777777779,-0.704,0.753159090909091
MI09,1992,1.0,0,-0.6495,0.9326666666666666,1.5821666666666667,,,,0.3071580882352941,-0.35442446043165465,0.9985864661654136
MI09,1994,1.0,0,-0.354,1.003,1.3569999999999998,,1.068,,0.5738706467661692,-0.16721524663677131,1.008771052631579
MI09,1996,1.0,0,-0.413,1.075,1.488,,1.313,,0.4803883299798793,-0.3670846560846561,1.0004285714285714
MI09,1998,1.0,0,-0.33,1.365,1.695,,,,0.4836450381679389,-0.32698473282442747,1.2942748091603051
MI09,2000,1.0,0,-0.433,1.3570000000000002,1.7900000000000003,,,,0.06496491228070177,-0.4250243902439024,1.3205625
MI09,2002,1.0,0,-0.733,1.075,1.8079999999999998,,0.99,,0.21488273265196342,-0.5271436241610739,0.7111211849192101
MI09,2004,1.0,0,-0.3715,,,,0.759,,0.5758104426787741,-0.3866533333333333,0.6653697270471464
MI10,1980,1.0,0,,0.7883333333333334,,,,,0.5063333333333333,-0.14073170731707318,0.7058045112781954
MI10,1982,1.0,0,,-0.13350000000000006,,,1.279,,0.8014731182795699,0.10428571428571427,1.2221896551724138
MI10,1984,1.0,0,-0.233,1.209,1.4420000000000002,,1.279,,0.954632587859425,0.12675999999999998,1.1120228136882129
MI10,1986,1.0,0,,1.21,,-0.685,,,1.015544747081712,-0.1735294117647059,1.0997708333333334
MI10,1988,1.0,0,,1.198,,-0.708,,,1.12358024691358,-0.42,1.1299586776859503
MI10,1990,1.0,0,-0.6084999999999999,0.824,1.4324999999999999,,1.224,,0.9568000000000001,-0.659125,0.9893627204030226
MI10,1992,1.0,0,-0.53,1.3383333333333336,1.8683333333333336,,1.127,,0.2585695187165775,-0.2946550218340611,1.1322827586206898
MI10,1994,1.0,0,-0.453,1.251,1.704,,1.059,,0.007742603550295866,-0.2966981132075472,1.112904109589041
MI10,1996,1.0,0,,1.16925,,-0.589,,,0.18167039800995025,-0.4189844789356984,0.9490793201133144
MI10,1998,1.0,0,-0.625,1.3784999999999998,2.0035,,,,0.04285655737704918,-0.4074885057471265,1.1622857142857144
MI10,2000,1.0,0,-0.558,1.4395,1.9975,,1.296,,-0.4035306930693069,-0.41627045908183635,1.192125
MI10,2002,1.0,0,-0.38349999999999995,0.912,1.2955,,1.157,,0.20829498714652955,-0.3732248743718593,0.8173605263157894
MI10,2004,1.0,0,-0.746,0.718,1.464,-0.968,1.157,2.125,0.6728639705882353,-0.7563636363636363,0.702360225140713
MI11,1980,1.0,0,-0.638,0.224,0.862,,,,0.47526315789473683,-0.474,0.528
MI11,1982,1.0,0,-0.743,0.342,1.085,,,,0.03614285714285714,-0.6025,0.29159999999999997
MI11,1984,1.0,0,-0.72,0.467,1.187,-0.737,,,-0.32904347826086955,-0.49063157894736836,0.4385
MI11,1986,1.0,0,-0.511,0.521,1.032,-0.638,,,0.3877777777777778,0.09200000000000001,0.3952658227848101
MI11,1988,1.0,0,-0.421,0.269,0.69,,,,0.11109929078014186,-0.2018611111111111,0.4376666666666667
MI11,1990,1.0,0,,0.046,,-0.58,,,0.3923584905660378,-0.16666666666666666,0.42590000000000006
MI11,1992,1.0,0,-0.608,0.38475,0.99275,,0.926,,0.365828165374677,-0.4567049180327869,0.5197377300613496
MI11,1994,1.0,0,-1.0385,0.6015,1.6400000000000001,,0.945,,0.7921262376237624,-0.6861666666666667,0.8144120603015076
MI11,1996,1.0,0,-0.971,0.973,1.944,,,,0.8677500000000001,-0.974,0.8731195335276969
MI11,1998,1.0,0,-1.683,0.974,2.657,,,,0.8017605177993528,-0.11924999999999997,0.8077605863192182
MI11,2000,1.0,0,,0.899,,-1.064,,,0.41465555555555556,-0.8952151162790698,0.7677868338557994
MI11,2002,1.0,0,-0.588,-0.126,0.46199999999999997,,,,0.5768359375,-0.35105418719211823,0.9102194690265487
MI11,2004,1.0,0,-1.23,0.979,2.209,-0.535,,,0.6112617079889807,-0.817138888888889,0.7685168195718655
MI12,1980,1.0,0,1.202,0.676,0.5259999999999999,-0.621,,,0.4343333333333333,-0.002428571428571415,0.7122727272727273
MI12,1982,1.0,0,-0.679,0.389,1.068,,,,0.24519512195121954,-0.6211,0.5246451612903227
MI12,1984,1.0,0,,1.235,,-0.687,1.202,1.889,0.46140000000000003,-0.371,0.6695000000000001
MI12,1986,1.0,0,,0.711,,-0.63,,,0.4742777777777778,-0.4328461538461538,0.7619024390243903
MI12,1988,1.0,0,-0.579,1.143,1.722,,,,0.5283548387096775,-0.2805185185185185,1.1523428571428571
MI12,1990,1.0,0,-0.533,1.176,1.709,,0.838,,0.06952319587628865,-0.3706,1.0765847457627118
MI12,1992,1.0,0,,0.9924999999999999,,-0.617,,,-0.18925829383886256,-0.3817313019390582,0.9498032786885245
MI12,1994,1.0,0,-0.582,,,,1.144,,0.018403669724770626,-0.3985722433460076,0.9438438818565401
MI12,1996,1.0,0,,1.027,,-0.695,1.09,1.7850000000000001,-0.012113207547169826,-0.4755010101010101,0.9165384615384615
MI12,1998,1.0,0,-0.645,1.1125,1.7575,,,,0.12361409691629956,-0.4850416666666667,0.7507799642218248
MI12,2000,1.0,0,,1.166,,-0.621,1.26,1.881,-0.34932791327913276,-0.38985196374622355,1.0189
MI12,2002,1.0,0,0.502,0.508,0.006000000000000005,,,,-0.29235714285714287,-0.5103488372093022,0.05481481481481481
MI12,2004,1.0,0,-0.752,,,,,,-0.5885559701492538,-0.5885559701492538,
MI13,1980,1.0,0,-0.444,,,,,,-0.2659393939393939,-0.2659393939393939,
MI13,1982,1.0,0,-0.734,,,,,,-0.643,-0.643,
MI13,1984,1.0,0,-0.65,0.198,0.8480000000000001,,,,-0.643,-0.643,
MI13,1986,1.0,0,-0.679,1.083,1.762,-0.616,,,-0.42350000000000004,-0.42350000000000004,
MI13,1988,1.0,0,-0.441,,,,,,-0.4174666666666667,-0.4174666666666667,
MI13,1990,1.0,0,-0.33885714285714286,1.242,1.580857142857143,,,,-0.14864797507788163,-0.14864797507788163,
MI13,1992,1.0,0,-0.69,0.7413333333333334,1.4313333333333333,-0.422,,,0.2583582089552239,-0.32416666666666666,0.6162951807228915
MI13,1994,1.0,0,-0.6532,0.922,1.5752000000000002,,0.485,,0.09294514106583071,-0.6734984423676013,0.8690599369085175
MI13,1996,1.0,0,-0.998,1.016,2.0140000000000002,,0.33,,0.22319275825346113,-0.822120218579235,0.8908795811518324
MI13,1998,1.0,0,-1.012,1.174,2.186,,1.111,,0.14586622073578595,-0.8743529411764707,0.9970920245398773
MI13,2000,1.0,0,-1.003,,,,1.172,,-0.7392214765100672,-0.8186478873239437,0.872
MI13,2002,1.0,0,-0.379,0.939,1.318,,,,-0.27382656826568263,-0.31045247148288974,0.93025
MI13,2004,1.0,0,-0.358,1.066,1.424,,,,-0.2508219584569733,-0.25183333333333335,0.089
MI14,1980,1.0,0,-0.6035,1.001,1.6044999999999998,,,,0.32433802816901414,-0.19958974358974357,0.962875
MI14,1982,1.0,0,0.799,1.001,0.20199999999999985,-0.551,,,0.03044444444444444,-0.030941176470588243,1.074
MI14,1984,1.0,0,0.289,,,-0.559,,,-0.11011111111111112,-0.11011111111111112,
MI14,1986,1.0,0,-0.589,1.414,2.003,,,,0.6813214285714286,-0.13299999999999998,1.3870666666666667
MI14,1988,1.0,0,-0.609,,,,,,-0.2565,-0.2565,
MI14,1990,1.0,0,,,,-0.535,,,-0.23431521739130437,-0.23431521739130437,
MI14,1992,1.0,0,-0.221,,,,,,-0.21213529411764706,-0.21213529411764706,
MI14,1994,1.0,0,-0.10975000000000001,,,,,,-0.22826315789473686,-0.22826315789473686,
MI14,1996,1.0,0,-0.671,,,,,,-0.5435517241379311,-0.5435517241379311,
MI14,1998,1.0,0,-0.593,,,,,,-0.37614285714285717,-0.37614285714285717,
MI14,2000,1.0,0,-0.544,,,,,,-0.409006711409396,-0.409006711409396,
MI14,2002,1.0,0,,,,-0.736,,,-0.6261451612903225,-0.6261451612903225,
MI14,2004,1.0,0,-0.613,,,,,,-0.433719512195122,-0.433719512195122,
MI15,1980,1.0,0,-0.616,,,,,,-0.25207142857142856,-0.25207142857142856,
MI15,1982,1.0,0,-0.681,0.857,1.538,,,,-0.487375,-0.5815333333333332,0.925
MI15,1984,1.0,0,,,,-0.595,,,-0.1835,-0.1835,
MI15,1986,1.0,0,-0.574,,,,,,-0.22349999999999998,-0.22349999999999998,
MI15,1988,1.0,0,-0.608,,,,,,-0.5348333333333334,-0.5348333333333334,
MI15,1990,1.0,0,,1.082,,-0.575,,,0.4350285714285714,-0.2871923076923077,1.143622641509434
MI15,1992,1.0,0,,1.044,,,,,-0.15688165680473373,-0.4474152542372882,0.5153333333333333
MI15,1994,1.0,0,-0.599,,,,1.062,,-0.423961038961039,-0.423961038961039,
MI15,1996,1.0,0,0.289,,,,,,-0.23456329113924052,-0.23456329113924052,
MI15,1998,1.0,0,-0.525,,,-0.564,,,-0.29478658536585367,-0.29478658536585367,
MI15,2000,1.0,0,-0.542,,,0.409,,,-0.3334585152838428,-0.3334585152838428,
MI15,2002,1.0,0,-0.242,,,,,,-0.4206725333333333,-0.4206725333333333,
MI15,2004,1.0,0,-0.6285,,,,,,-0.0008303167420814476,-0.0008303167420814476,
MI16,1980,1.0,0,-0.254,,,,,,-0.15213846153846153,-0.15213846153846153,
MI16,1982,1.0,0,-0.495,,,,,,-0.11427272727272728,-0.11427272727272728,
MI16,1984,1.0,0,-0.299,,,,1.263,,-0.027767123287671242,-0.045069444444444454,1.218
MI16,1986,1.0,0,-0.51,0.547,1.057,,,,-0.06121739130434782,-0.06121739130434782,
MI16,1988,1.0,0,-0.425,,,,,,0.0302,0.0302,
MI16,1990,1.0,0,-0.357,,,,1.287,,-0.0893445945945946,-0.10891095890410958,1.339
MI16,1992,1.0,0,-0.211,1.241,1.4520000000000002,,,,0.044602230483271374,0.022162878787878787,1.2294
MI16,1994,1.0,0,,,,-0.395,0.983,1.3780000000000001,-0.030508474576271184,-0.06705847953216375,1.0111666666666668
MI16,1996,1.0,0,-0.18,1.2235,1.4035,,,,0.4479066091954023,0.04016,0.9989155405405407
MI16,1998,1.0,0,-0.195,,,,,,0.11406775067750678,0.11406775067750678,
MI16,2000,1.0,0,-0.224,,,,,,-0.025583892617449668,-0.025583892617449668,
MI16,2002,0.0,0,,,,,,,,,
MI16,2004,0.0,0,,,,,,,,,
MI17,1980,1.0,0,-0.872,,,,,,-0.41859999999999997,-0.41859999999999997,
MI17,1982,1.0,0,-0.502,0.581,1.083,,,,-0.35276551724137933,-0.43812030075187974,0.5932499999999999
MI17,1984,1.0,0,,,,-0.647,,,-0.3886,-0.3886,
MI17,1986,1.0,0,-0.546,,,,,,-0.1355,-0.1355,
MI17,1988,1.0,0,-0.559,,,,,,-0.060000000000000005,-0.060000000000000005,
MI17,1990,1.0,0,-0.63,,,,,,-0.39016470588235297,-0.39016470588235297,
MI17,1992,0.0,0,,,,,,,,,
MI17,1994,0.0,0,,,,,,,,,
MI17,1996,0.0,0,,,,,,,,,
MI17,1998,0.0,0,,,,,,,,,
MI17,2000,0.0,0,,,,,,,,,
MI17,2002,0.0,0,,,,,,,,,
MI17,2004,0.0,0,,,,,,,,,
MI18,1980,1.0,0,-0.562,,,,,,-0.4635370370370371,-0.4635370370370371,
MI18,1982,1.0,0,-0.796,1.05,1.846,,,,0.48119999999999996,0.1274,0.835
MI18,1984,1.0,0,,,,-0.727,,,-0.634,-0.634,
MI18,1986,1.0,0,-0.794,1.049,1.843,,,,0.9903125,,0.9903125
MI18,1988,1.0,0,,0.822,,,,,0.82864,,0.82864
MI18,1990,1.0,0,-0.826,0.885,1.7109999999999999,,,,0.4385392156862745,-0.46170000000000005,0.8136388888888889
MI18,1992,0.0,0,,,,,,,,,
MI18,1994,0.0,0,,,,,,,,,
MI18,1996,0.0,0,,,,,,,,,
MI18,1998,0.0,0,,,,,,,,,
MI18,2000,0.0,0,,,,,,,,,
MI18,2002,0.0,0,,,,,,,,,
MI18,2004,0.0,0,,,,,,,,,
MI19,1980,1.0,0,-0.543,0.948,1.491,,,,0.8905128205128204,,0.8905128205128204
MI19,1982,0.0,0,,,,,,,,,
MI19,1984,0.0,0,,0.954,,,,,0.8172,,0.8172
MI19,1986,0.0,0,,,,,,,,,
MI19,1988,0.0,0,,,,,,,,,
MI19,1990,0.0,0,,,,,,,,,
MI19,1992,0.0,0,,,,,,,,,
MI19,1994,0.0,0,,,,,,,,,
MI19,1996,0.0,0,,,,,,,,,
MI19,1998,0.0,0,,,,,,,,,
MI19,2000,0.0,0,,,,,,,,,
MI19,2002,0.0,0,,,,,,,,,
MI19,2004,0.0,0,,,,,,,,,
MN01,1980,1.0,0,-0.818,0.5994999999999999,1.4175,,,,0.8358913043478261,-0.43175,0.9566190476190476
MN01,1982,1.0,0,-0.752,,,,0.909,,0.41844000000000003,-0.5702857142857143,0.8029444444444445
MN01,1984,1.0,0,-0.704,1.1725,1.8765,-0.634,0.556,1.19,0.21370552147239266,-0.3018453608247423,0.9714090909090909
MN01,1986,1.0,0,-0.652,1.375,2.027,,,,0.23833333333333334,-0.1726842105263158,0.9482727272727274
MN01,1988,1.0,0,-0.416,,,,1.45,,0.8827499999999999,0.37849999999999995,1.387
MN01,1990,1.0,0,-0.38,,,,1.429,,0.47887500000000005,0.3708571428571429,1.235
MN01,1992,1.0,0,,0.975,,0.03,,,0.48646511627906974,-0.07428571428571429,1.0217272727272728
MN01,1994,1.0,0,-0.8585,1.077,1.9355,,,,0.8193571428571428,-0.5536714285714286,1.1462687074829931
MN01,1996,1.0,0,-0.8365,1.2165,2.053,-0.797,,,0.6130760869565217,-0.7607777777777778,1.1837538461538462
MN01,1998,1.0,0,-0.8265,1.263,2.0895,,,,0.7340823529411765,-0.501537037037037,1.15505047318612
MN01,2000,1.0,0,-0.944,1.275,2.219,,,,0.6316691729323308,-0.7959279279279279,1.181888888888889
MN01,2002,1.0,0,-1.015,1.27,2.285,,,,0.8224598214285714,-0.8801139240506328,1.1869674796747967
MN01,2004,1.0,0,-1.123,1.251,2.3739999999999997,-1.128,,,0.7633725490196079,-0.8639830508474576,1.1520931174089069
MN02,1980,1.0,0,-0.851,1.094,1.945,,,,0.6569886363636364,-0.7911874999999999,0.9788055555555556
MN02,1982,1.0,0,-0.779,1.143,1.9220000000000002,,,,0.9520993377483443,-0.4692222222222222,1.0421830985915495
MN02,1984,1.0,0,-0.744,1.388,2.1319999999999997,-0.379,,,-0.3276,-0.72775,1.273
MN02,1986,1.0,0,-0.379,0.915,1.294,-0.616,,,0.7989449152542373,-0.291551724137931,0.951719806763285
MN02,1988,1.0,0,-0.7115,0.761,1.4725000000000001,,,,0.7857062937062936,-0.485875,0.8610592592592592
MN02,1990,1.0,0,-0.231,0.859,1.09,-0.986,,,0.8281647727272727,-0.804,0.8374914285714287
